E,I,j
1.1023,139.31,362.032224532225
1.1015,139.21,361.772349272349
1.0995,138.5,359.927234927235
1.0997,138.37,359.589397089397
1.0988,137.54,357.432432432432
1.0975,137.6,357.588357588358
1.0973,137.66,357.744282744283
1.096,137.21,356.574844074844
1.0957,136.31,354.235966735967
1.094,136.96,355.925155925156
1.093,136.22,354.002079002079
1.0929,136.05,353.560291060291
1.0913,135.76,352.806652806653
1.0899,134.6,349.7920997921
1.0891,135.15,351.221413721414
1.0882,133.61,347.219334719335
1.0878,134.09,348.466735966736
1.087,133.96,348.128898128898
1.0859,133.51,346.959459459459
1.0855,134.12,348.544698544699
1.0841,133.44,346.777546777547
1.0835,133.44,346.777546777547
1.0826,132.77,345.036382536383
1.0812,132.54,344.438669438669
1.08,131.93,342.85343035343
1.0797,132.22,343.607068607069
1.0786,132.51,344.360706860707
1.0774,131.54,341.839916839917
1.0769,132.32,343.866943866944
1.0763,132.51,344.360706860707
1.0749,130.8,339.91683991684
1.0741,131.19,340.930353430353
1.0726,130.74,339.760914760915
1.0722,130.71,339.682952182952
1.0709,130,337.837837837838
1.0698,130.32,338.669438669439
1.0679,130.19,338.331600831601
1.0687,130.61,339.423076923077
1.0671,128.97,335.161122661123
1.0665,130.48,339.085239085239
1.0652,130.03,337.9158004158
1.0649,128.9,334.97920997921
1.0641,127.77,332.04261954262
1.0627,129.16,335.654885654886
1.0615,128.68,334.407484407484
1.0605,128.52,333.991683991684
1.0596,128.68,334.407484407484
1.0587,128.61,334.225571725572
1.0582,127.94,332.484407484407
1.0571,128.32,333.471933471933
1.0556,128.16,333.056133056133
1.0553,128.06,332.796257796258
1.0555,128.64,334.303534303534
1.0526,128.03,332.718295218295
1.0526,128.19,333.134095634096
1.0519,127.71,331.886694386694
1.0513,128,332.640332640333
1.0493,127.52,331.392931392931
1.0493,128.55,334.069646569647
1.0478,127.74,331.964656964657
1.0471,128.23,333.238045738046
1.0464,127.39,331.055093555094
1.0445,128.52,333.991683991684
1.0451,128.42,333.731808731809
1.0429,128.06,332.796257796258
1.0422,128.29,333.393970893971
1.0411,127.16,330.45738045738
1.0411,127.9,332.380457380457
1.0398,127.1,330.301455301455
1.0386,127.32,330.873180873181
1.0386,127.65,331.730769230769
1.0363,126.71,329.287941787942
1.0356,127.48,331.288981288981
1.035,127.84,332.224532224532
1.0334,127,330.04158004158
1.0329,127.48,331.288981288981
1.0323,127.36,330.977130977131
1.0312,127.84,332.224532224532
1.0299,127.42,331.133056133056
1.0294,126.97,329.963617463617
1.0286,127.68,331.808731808732
1.0277,128.1,332.900207900208
1.026,128.1,332.900207900208
1.0264,127.77,332.04261954262
1.0248,128.16,333.056133056133
1.0237,127.61,331.626819126819
1.0227,127.55,331.470893970894
1.021,127.9,332.380457380457
1.0215,127.45,331.211018711019
1.0205,127.36,330.977130977131
1.0192,128.29,333.393970893971
1.0181,127.97,332.56237006237
1.0185,127.74,331.964656964657
1.0172,128.61,334.225571725572
1.0154,128.13,332.978170478171
1.0149,128.23,333.238045738046
1.0145,128.58,334.147609147609
1.0123,127.87,332.302494802495
1.0126,128.64,334.303534303534
1.0113,128.32,333.471933471933
1.0106,129.19,335.732848232848
1.0097,128.97,335.161122661123
1.0081,128.39,333.653846153846
1.0075,128.93,335.057172557173
1.0062,128.97,335.161122661123
1.0059,128.97,335.161122661123
1.0049,129.96,337.733887733888
1.004,129.51,336.564449064449
1.0032,129.1,335.498960498961
1.0017,129.77,337.240124740125
1.0003,129.06,335.39501039501
0.99984,130.25,338.487525987526
0.99893,129.58,336.746361746362
0.99868,130.38,338.825363825364
0.99681,130.42,338.929313929314
0.99681,130.58,339.345114345114
0.99558,131,340.43659043659
0.99384,130.19,338.331600831601
0.99352,131.41,341.502079002079
0.99262,131.35,341.346153846154
0.99204,131.58,341.943866943867
0.99049,131.99,343.009355509356
0.98978,131.77,342.43762993763
0.9892,132.28,343.762993762994
0.98759,131.93,342.85343035343
0.98669,131.54,341.839916839917
0.98598,132.22,343.607068607069
0.98598,133.06,345.790020790021
0.98424,133.25,346.283783783784
0.98392,133.35,346.543659043659
0.98237,133.06,345.790020790021
0.98166,133.09,345.867983367983
0.98063,133.61,347.219334719335
0.97896,133.22,346.205821205821
0.97889,133.83,347.79106029106
0.97805,134.6,349.7920997921
0.97683,134.38,349.220374220374
0.97618,134.8,350.31185031185
0.97554,134.8,350.31185031185
0.97438,135.99,353.404365904366
0.97303,135.51,352.156964656965
0.97206,135.31,351.637214137214
0.97148,136.18,353.898128898129
0.96993,136.15,353.820166320166
0.96987,137.25,356.678794178794
0.9689,136.92,355.821205821206
0.96813,137.28,356.756756756757
0.96677,138.21,359.173596673597
0.96561,137.41,357.094594594595
0.96523,137.73,357.926195426195
0.96413,139.47,362.448024948025
0.96304,139.08,361.434511434511
0.96226,138.99,361.200623700624
0.96097,139.4,362.266112266112
0.96052,139.6,362.785862785863
0.95949,140.63,365.462577962578
0.95904,140.82,365.956340956341
0.95846,141.31,367.22972972973
0.95737,141.4,367.463617463617
0.95569,141.95,368.892931392931
0.95517,142.37,369.984407484408
0.95376,142.05,369.152806652807
0.95324,142.59,370.556133056133
0.95234,143.27,372.323284823285
0.95169,143.98,374.168399168399
0.95066,144.14,374.5841995842
0.94886,144.04,374.324324324324
0.94809,144.17,374.662162162162
0.94738,144.4,375.259875259875
0.94699,145.65,378.508316008316
0.94602,145.62,378.430353430353
0.9448,146.4,380.457380457381
0.94357,146.04,379.52182952183
0.94345,147.56,383.471933471933
0.94177,147.3,382.796257796258
0.9408,147.75,383.965696465697
0.94016,148.52,385.966735966736
0.93913,148.62,386.226611226611
0.93868,149.97,389.734927234927
0.93713,149.01,387.240124740125
0.93681,149.91,389.579002079002
0.93565,150.17,390.254677754678
0.93397,151.13,392.74948024948
0.93462,152.26,395.686070686071
0.93223,151.68,394.178794178794
0.93197,152.13,395.348232848233
0.93075,152.9,397.349272349272
0.92946,153.32,398.440748440748
0.92946,154.58,401.715176715177
0.92772,154.16,400.623700623701
0.92695,155.19,403.300415800416
0.9265,155.51,404.132016632017
0.92495,154.51,401.533264033264
0.92405,155.58,404.313929313929
0.92347,155.45,403.976091476091
0.92218,156.13,405.743243243243
0.92211,156.48,406.652806652807
0.92063,155.67,404.547817047817
0.91986,155.58,404.313929313929
0.91896,156.06,405.561330561331
0.91767,154.64,401.871101871102
0.91677,154.87,402.468814968815
0.91683,154.84,402.390852390852
0.91541,153.87,399.870062370062
0.91457,153.45,398.778586278586
0.91393,152.26,395.686070686071
0.91322,152.23,395.608108108108
0.9118,150.1,390.072765072765
0.91039,148.81,386.720374220374
0.91051,148.43,385.732848232848
0.90852,146.23,380.015592515593
0.90813,145.17,377.260914760915
0.90716,144.49,375.493762993763
0.9062,142.66,370.738045738046
0.90542,141.37,367.385654885655
0.90459,138.37,359.589397089397
0.90297,137.02,356.081081081081
0.90194,135.64,352.494802494802
0.90104,133.73,347.531185031185
0.90059,132.06,343.191268191268
0.8993,130.42,338.929313929314
0.89846,128.03,332.718295218295
0.89801,126.58,328.950103950104
0.89692,123.97,322.16735966736
0.89595,122.07,317.22972972973
0.89505,118.72,308.523908523909
0.89453,116.79,303.508316008316
0.89311,114.34,297.141372141372
0.89124,111.5,289.760914760915
0.89157,108.12,280.977130977131
0.89054,105.25,273.518711018711
0.88892,101.74,264.397089397089
0.88828,98.521,256.031704781705
0.88731,96.298,250.254677754678
0.88641,92.722,240.961538461538
0.88602,89.436,232.422037422037
0.88454,85.215,221.452702702703
0.88467,82.606,214.672557172557
0.88319,78.289,203.453742203742
0.88242,75.615,196.504677754678
0.88061,72.2,187.629937629938
0.881,68.946,179.173596673597
0.87939,65.692,170.717255717256
0.87803,62.534,162.510395010395
0.87713,59.023,153.386174636175
0.87713,55.157,143.339397089397
0.87571,52.74,137.058212058212
0.875,50.163,130.361226611227
0.87333,46.523,120.901767151767
0.87288,44.042,114.454261954262
0.87204,41.013,106.58264033264
0.87075,37.824,98.2952182952183
0.87107,35.44,92.0997920997921
0.86991,33.41,86.8243243243243
0.86804,30.188,78.4511434511435
0.86862,29.158,75.7744282744283
0.86669,27.45,71.3357588357588
0.86579,25.743,66.8996881496881
0.86502,24.035,62.4610187110187
0.86437,21.941,57.0192307692308
0.8627,20.974,54.506237006237
0.86276,19.364,50.3222453222453
0.86063,18.268,47.4740124740125
0.8607,17.592,45.7172557172557
0.85896,16.013,41.6138253638254
0.85812,15.143,39.3529106029106
0.85715,14.305,37.1751559251559
0.85664,14.305,37.1751559251559
0.85554,12.695,32.9911642411642
0.85406,11.954,31.0654885654886
0.85374,10.987,28.5524948024948
0.85277,10.504,27.2972972972973
0.85258,10.504,27.2972972972973
0.8509,9.7628,25.3711018711019
0.84974,8.4419,21.9384095634096
0.84884,8.6997,22.608367983368
0.84878,8.6675,22.5246881496882
0.84736,8.4097,21.8547297297297
0.84671,8.5064,22.1060291060291
0.84484,7.7332,20.0966735966736
0.84446,8.0553,20.9337318087318
0.84349,7.7976,20.2640332640333
0.84272,7.7009,20.0127338877339
0.8424,7.4754,19.4267151767152
0.8404,6.6378,17.25
0.83995,7.5076,19.510395010395
0.8395,7.411,19.2593555093555
0.83737,6.0257,15.6593035343035
0.83672,6.2512,16.2453222453222
0.83582,5.7357,14.9056652806653
0.83447,5.5102,14.3196465696466
0.83421,6.0579,15.7429833679834
0.83363,5.8324,15.1569646569647
0.83228,5.4457,14.152027027027
0.83228,6.2512,16.2453222453222
0.83112,5.6713,14.7383056133056
0.82989,5.188,13.4823284823285
0.82867,5.0914,13.231288981289
0.82854,5.5424,14.4033264033264
0.82667,5.0269,13.0636694386694
0.82577,4.9947,12.9799896049896
0.82474,5.2847,13.7336278586279
0.8239,4.7048,12.2266112266112
0.82351,5.0914,13.231288981289
0.8221,5.1558,13.3986486486486
0.82145,4.6725,12.1426715176715
0.82074,5.5102,14.3196465696466
0.81913,4.4148,11.472972972973
0.81907,4.6725,12.1426715176715
0.81784,5.0269,13.0636694386694
0.81662,3.7382,9.71465696465697
0.81617,5.1236,13.3149688149688
0.81507,4.6081,11.9753118503119
0.8143,4.4792,11.6403326403326
0.81333,4.0282,10.4682952182952
0.81178,3.9315,10.2169958419958
0.81107,3.5772,9.2962577962578
0.81082,4.8658,12.6450103950104
0.80882,3.706,9.63097713097713
0.80888,3.9315,10.2169958419958
0.80734,3.5127,9.12863825363825
0.80708,4.1248,10.7193347193347
0.80611,4.5115,11.7242723492723
0.80463,3.1261,8.1239604989605
0.80379,3.0617,7.95660083160083
0.80289,3.5449,9.21231808731809
0.80121,3.4483,8.96127858627859
0.80109,4.0926,10.6356548856549
0.8007,3.7382,9.71465696465697
0.79986,3.1905,8.29132016632017
0.79896,3.5449,9.21231808731809
0.79696,3.7705,9.79859667359668
0.79683,3.996,10.3846153846154
0.79567,3.9638,10.3009355509356
0.79516,3.7705,9.79859667359668
0.79425,3.6094,9.37993762993763
0.7929,2.224,5.77962577962578
0.79219,3.5127,9.12863825363825
0.79071,3.3839,8.79391891891892
0.79007,3.3516,8.70997920997921
0.78923,3.7705,9.79859667359668
0.7882,3.3516,8.70997920997921
0.78755,2.9006,7.53794178794179
0.78671,3.4483,8.96127858627859
0.78536,2.4173,6.28196465696466
0.78504,3.255,8.45893970893971
0.78336,2.7717,7.20296257796258
0.7824,3.1261,8.1239604989605
0.78182,3.0295,7.872920997921
0.78117,3.1261,8.1239604989605
0.78072,3.5449,9.21231808731809
0.77808,2.7717,7.20296257796258
0.77782,2.5784,6.7006237006237
0.77776,2.965,7.70530145530146
0.77595,2.8039,7.28664241164241
0.77569,3.1261,8.1239604989605
0.77479,3.3194,8.62629937629938
0.77331,3.6094,9.37993762993763
0.77273,2.9972,7.78898128898129
0.77138,3.0295,7.872920997921
0.77047,3.4161,8.87759875259875
0.76951,2.6751,6.95192307692308
0.76809,1.8374,4.77494802494803
0.76732,2.7717,7.20296257796258
0.76648,2.4818,6.4495841995842
0.76596,2.2563,5.86356548856549
0.76564,3.2872,8.54261954261954
0.76364,2.4173,6.28196465696466
0.76339,2.5462,6.61694386694387
0.76242,2.5784,6.7006237006237
0.76158,2.9328,7.62162162162162
0.76068,2.3529,6.11460498960499
0.75997,2.8684,7.45426195426195
0.75829,2.9328,7.62162162162162
0.75771,2.9328,7.62162162162162
0.75759,2.9328,7.62162162162162
0.75604,3.255,8.45893970893971
0.75559,2.6106,6.78430353430353
0.75417,2.8362,7.37058212058212
0.75353,2.8039,7.28664241164241
0.75237,2.1596,5.61226611226611
0.75198,2.0307,5.2772869022869
0.7505,1.7086,4.44022869022869
0.74979,2.8039,7.28664241164241
0.74914,1.9985,5.19360706860707
0.74727,2.514,6.53326403326403
0.74682,2.5784,6.7006237006237
0.74631,2.7717,7.20296257796258
0.74579,2.7073,7.03560291060291
0.74476,3.0295,7.872920997921
0.74328,2.4173,6.28196465696466
0.74263,2.7717,7.20296257796258
0.74122,2.514,6.53326403326403
0.73973,1.9985,5.19360706860707
0.73954,2.2885,5.94724532224532
0.73806,2.0952,5.44490644490645
0.73787,3.1261,8.1239604989605
0.73703,2.5462,6.61694386694387
0.73471,2.063,5.36122661122661
0.73445,2.3529,6.11460498960499
0.73355,1.773,4.60758835758836
0.7329,2.1918,5.69594594594595
0.73265,2.6106,6.78430353430353
0.7311,2.7073,7.03560291060291
0.73052,2.4173,6.28196465696466
0.72897,2.4496,6.36590436590437
0.72897,2.9972,7.78898128898129
0.72749,2.7395,7.11928274428274
0.7262,2.1274,5.52858627858628
0.72569,2.1596,5.61226611226611
0.72485,2.4496,6.36590436590437
0.72356,1.8374,4.77494802494803
0.72349,2.9006,7.53794178794179
0.72188,2.063,5.36122661122661
0.72137,2.1596,5.61226611226611
0.72001,2.4818,6.4495841995842
0.7186,2.0952,5.44490644490645
0.71905,2.5462,6.61694386694387
0.71724,2.514,6.53326403326403
0.71615,1.773,4.60758835758836
0.71499,1.5797,4.10524948024948
0.71466,1.6119,4.18892931392931
0.71434,1.7086,4.44022869022869
0.71299,1.8052,4.69126819126819
0.71176,1.7408,4.52390852390852
0.71215,2.1274,5.52858627858628
0.71035,2.0307,5.2772869022869
0.70944,2.514,6.53326403326403
0.70783,2.3529,6.11460498960499
0.70719,2.0307,5.2772869022869
0.70674,2.8039,7.28664241164241
0.70526,2.1274,5.52858627858628
0.70487,2.3529,6.11460498960499
0.70371,2.224,5.77962577962578
0.70242,1.8374,4.77494802494803
0.70197,2.1274,5.52858627858628
0.70042,1.8696,4.85862785862786
0.69965,1.6763,4.35628898128898
0.69862,1.8696,4.85862785862786
0.69772,1.5797,4.10524948024948
0.69707,1.6441,4.27260914760915
0.69662,1.5797,4.10524948024948
0.69462,1.032,2.68191268191268
0.69469,2.3851,6.19828482328482
0.69359,1.773,4.60758835758836
0.69275,2.514,6.53326403326403
0.69146,1.483,3.8539501039501
0.69024,1.7086,4.44022869022869
0.69024,2.3207,6.03092515592516
0.68856,1.6119,4.18892931392931
0.6876,1.4508,3.77027027027027
0.68702,1.9985,5.19360706860707
0.68515,1.9341,5.0262474012474
0.68476,1.2897,3.35161122661123
0.68425,1.773,4.60758835758836
0.68334,1.9985,5.19360706860707
0.68244,1.5797,4.10524948024948
0.6818,1.4186,3.68659043659044
0.6809,1.7408,4.52390852390852
0.67954,1.6763,4.35628898128898
0.67903,1.2575,3.26793139293139
0.67742,1.2897,3.35161122661123
0.67651,1.6763,4.35628898128898
0.67658,1.5475,4.02156964656965
0.67529,1.8374,4.77494802494803
0.67374,1.2253,3.18425155925156
0.67368,1.5153,3.93788981288981
0.67207,1.6119,4.18892931392931
0.67078,1.6119,4.18892931392931
0.67007,1.4508,3.77027027027027
0.66936,1.1931,3.10057172557173
0.66717,2.1918,5.69594594594595
0.66781,1.8052,4.69126819126819
0.66633,1.7086,4.44022869022869
0.66588,1.6119,4.18892931392931
0.66472,1.0964,2.84927234927235
0.66382,1.8374,4.77494802494803
0.66266,1.3864,3.6029106029106
0.66156,1.2897,3.35161122661123
0.6613,1.9663,5.10992723492723
0.66053,1.9341,5.0262474012474
0.65905,1.8374,4.77494802494803
0.65815,1.1609,3.01689189189189
0.6577,1.7408,4.52390852390852
0.65634,1.6441,4.27260914760915
0.6557,1.5153,3.93788981288981
0.65415,1.322,3.43555093555094
0.65415,1.483,3.8539501039501
0.65286,1.1287,2.93321205821206
0.6517,1.6763,4.35628898128898
0.65022,1.322,3.43555093555094
0.6497,0.4521,1.17489604989605
0.64919,1.4186,3.68659043659044
0.64803,1.1931,3.10057172557173
0.64693,1.5797,4.10524948024948
0.64648,1.773,4.60758835758836
0.64506,1.2575,3.26793139293139
0.64519,1.5153,3.93788981288981
0.64365,1.0642,2.76559251559252
0.64326,1.5797,4.10524948024948
0.64171,0.74205,1.92840436590437
0.641,1.5475,4.02156964656965
0.6403,1.3864,3.6029106029106
0.6392,1.5797,4.10524948024948
0.63804,1.3864,3.6029106029106
0.63694,0.90314,2.34703742203742
0.63585,1.6441,4.27260914760915
0.63553,1.2253,3.18425155925156
0.63392,0.70983,1.84467255717256
0.63353,1.2253,3.18425155925156
0.63243,1.7086,4.44022869022869
0.63166,0.90314,2.34703742203742
0.63134,1.7086,4.44022869022869
0.62973,1.3864,3.6029106029106
0.62895,1.6119,4.18892931392931
0.62799,1.7086,4.44022869022869
0.62696,1.1287,2.93321205821206
0.62631,1.3542,3.51923076923077
0.62522,0.8387,2.1795738045738
0.62438,1.0642,2.76559251559252
0.62328,1.1287,2.93321205821206
0.62161,0.80648,2.095841995842
0.62167,1.1609,3.01689189189189
0.62083,0.80648,2.095841995842
0.61967,0.70983,1.84467255717256
0.61826,1.032,2.68191268191268
0.61735,1.3542,3.51923076923077
0.61716,0.67762,1.76096673596674
0.616,0.70983,1.84467255717256
0.61458,1.1287,2.93321205821206
0.61445,1.2897,3.35161122661123
0.61368,1.1931,3.10057172557173
0.61213,1.483,3.8539501039501
0.61181,1.773,4.60758835758836
0.61026,0.87092,2.26330561330561
0.60968,2.0952,5.44490644490645
0.60846,0.67762,1.76096673596674
0.6073,0.99979,2.59820686070686
0.60659,1.2897,3.35161122661123
0.6064,1.1287,2.93321205821206
0.60466,0.90314,2.34703742203742
0.60453,1.4508,3.77027027027027
0.60311,0.90314,2.34703742203742
0.60234,0.74205,1.92840436590437
0.6006,0.38766,1.00743243243243
0.60073,1.322,3.43555093555094
0.59937,0.96757,2.51447505197505
0.59841,0.93535,2.43074324324324
0.59705,0.8387,2.1795738045738
0.59647,0.25879,0.672531185031185
0.59622,1.6763,4.35628898128898
0.59505,1.1609,3.01689189189189
0.59467,1.1931,3.10057172557173
0.59319,1.6119,4.18892931392931
0.59241,1.0642,2.76559251559252
0.59125,1.1931,3.10057172557173
0.59003,1.2253,3.18425155925156
0.58951,0.93535,2.43074324324324
0.58816,1.2253,3.18425155925156
0.58687,0.41988,1.09116424116424
0.58687,1.2897,3.35161122661123
0.58577,0.87092,2.26330561330561
0.58461,0.99979,2.59820686070686
0.58345,0.93535,2.43074324324324
0.58275,0.8387,2.1795738045738
0.5821,1.1287,2.93321205821206
0.58055,1.032,2.68191268191268
0.57997,0.77427,2.01213617463617
0.57965,1.322,3.43555093555094
0.57888,1.4186,3.68659043659044
0.57798,1.0964,2.84927234927235
0.57637,0.77427,2.01213617463617
0.5754,1.1287,2.93321205821206
0.5743,0.77427,2.01213617463617
0.57301,0.90314,2.34703742203742
0.57237,1.3542,3.51923076923077
0.57205,1.5797,4.10524948024948
0.57031,0.54875,1.42606548856549
0.56883,0.74205,1.92840436590437
0.56908,0.70983,1.84467255717256
0.56818,1.6119,4.18892931392931
0.56799,1.3864,3.6029106029106
0.56522,0.61318,1.59350311850312
